SampleID,Sp1,Sp2,Sp3,Sp4,Sp5,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34,Sp35,Sp36,Sp37,Sp38,Protein,Moisture,Slope1,Bias1,Slope2,Bias2,Product,Date,Time,IntTime,Temp,GPS,misc,y,dir_y,x,dir_x
SEC 1 WEST,3.251271,3.180821,3.115175,3.052381,2.993127,2.948551,2.907439,2.859563,2.81442,2.781057,2.762102,2.761311,2.770213,2.767569,2.741786,2.708399,2.695881,2.727566,2.803738,2.89743,2.959857,2.973934,2.95842,2.92731,2.885541,2.838989,2.794815,2.752014,2.709335,2.669138,2.636699,2.612176,2.597378,2.592445,2.606382,2.665794,2.797408,2.978127,12.81,10.785,1.08,-2,1,0.2,Wheat16H,14/08/2019,7:50:44 PM,10000,34.3,GPGGA,15209.2,46.04249558,N,109.1878565,W
SEC 1 WEST,3.22092,3.150495,3.08387,3.020374,2.962962,2.91963,2.877969,2.829051,2.784032,2.750894,2.733643,2.735069,2.746396,2.744566,2.718367,2.684925,2.673096,2.707257,2.788034,2.886401,2.951617,2.966295,2.951277,2.919502,2.876482,2.828777,2.78336,2.739529,2.695014,2.653814,2.620528,2.595206,2.580227,2.575526,2.589976,2.651899,2.789691,2.978517,13.234,10.524,1.08,-2,1,0.2,Wheat16H,14/08/2019,7:51:00 PM,10000,34.5,GPGGA,15228.2,46.04273832,N,109.1878384,W
SEC 1 WEST,3.252785,3.183026,3.117125,3.051162,2.991179,2.948913,2.909173,2.859755,2.812975,2.779202,2.759856,2.758001,2.768375,2.765699,2.739641,2.706996,2.695175,2.727638,2.805264,2.899554,2.962227,2.976418,2.961099,2.929271,2.886596,2.840303,2.794855,2.751142,2.707715,2.667194,2.633565,2.609085,2.594074,2.589129,2.603316,2.66523,2.799866,2.983607,12.836,11.284,1.08,-2,1,0.2,Wheat16H,14/08/2019,7:51:19 PM,10000,34.5,GPGGA,15254.8,46.04307467,N,109.1878137,W
SEC 1 WEST,3.243644,3.170779,3.10214,3.035933,2.97725,2.932794,2.889825,2.839118,2.792373,2.75795,2.738431,2.73725,2.747084,2.743819,2.716641,2.682869,2.670997,2.704071,2.782815,2.87954,2.942892,2.956306,2.940864,2.909305,2.866009,2.818537,2.773454,2.729601,2.685292,2.644577,2.611472,2.58639,2.571557,2.567046,2.58153,2.642792,2.779462,2.967514,13.804,10.934,1.08,-2,1,0.2,Wheat16H,14/08/2019,7:51:45 PM,10000,34.5,GPGGA,10332.8,46.04393408,N,109.1813656,W
SEC 1 WEST,3.281058,3.209418,3.142468,3.076224,3.018052,2.977262,2.937636,2.887198,2.839644,2.80476,2.786546,2.786223,2.794953,2.791323,2.764304,2.730796,2.718633,2.752855,2.832104,2.927098,2.988182,3.001122,2.984982,2.952707,2.909254,2.862904,2.81804,2.774342,2.73031,2.689678,2.656452,2.631081,2.616452,2.612176,2.626725,2.689013,2.825422,3.010518,12.612,10.47,1.08,-2,1,0.2,Wheat16H,14/08/2019,7:52:12 PM,10000,34.4,GPGGA,15350.4,46.04377932,N,109.1877613,W
SEC 1 WEST,3.334152,3.259114,3.189565,3.121139,3.059274,3.015952,2.973479,2.922134,2.873499,2.837951,2.818278,2.817366,2.82604,2.822328,2.794714,2.760457,2.748794,2.784158,2.865477,2.963096,3.026708,3.039909,3.022901,2.989833,2.945165,2.896194,2.849257,2.803741,2.758395,2.715906,2.68146,2.655955,2.641027,2.636289,2.651517,2.716045,2.857792,3.049399,13.641,10.996,1.08,-2,1,0.2,Wheat16H,14/08/2019,7:52:41 PM,10000,34.7,GPGGA,21455.6,46.03937418,N,109.1877779,W
SEC 1 WEST,1.597401,1.62395,1.653111,1.661648,1.650239,1.681147,1.755786,1.833046,1.885875,1.918363,1.940463,1.95962,1.973056,2.030105,1.987003,1.988025,2.013106,1.991938,2.025142,2.01956,2.040163,2.034418,2.005864,1.980482,1.943467,1.909787,1.831216,1.767112,1.660533,1.570198,1.482761,1.402023,1.308597,1.203937,1.10118,0.989609,0.870963,0.730655,19.088,19.958,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:13:44 PM,10000,33.9,GPGGA,22023.8,46.04326618,N,109.1874895,W
SEC 1 WEST,1.595219,1.624261,1.653239,1.656245,1.660886,1.680028,1.755219,1.832967,1.885105,1.918638,1.939822,1.957965,1.973374,1.984247,2.011107,2.013134,1.986109,1.990686,2.003033,2.018019,2.023853,2.035439,2.035193,1.981391,1.943855,1.894477,1.832379,1.752815,1.672531,1.592074,1.492681,1.393852,1.30177,1.204702,1.10124,0.990337,0.870342,0.730661,17.433,11.77,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:19:12 PM,10000,35.1,GPGGA,10639.8,46.0438474,N,109.1827985,W
SEC 1 WEST,0,0,1.653239,1.656245,1.660886,1.680028,1.755219,1.832967,1.885105,1.918638,1.939822,1.957965,1.973374,1.984247,2.011107,2.013134,1.986109,1.990686,2.003033,2.018019,2.023853,2.035439,2.035193,1.981391,1.943855,1.894477,1.832379,1.752815,1.672531,1.592074,1.492681,1.393852,1.30177,1.204702,1.10124,0.990337,0.870342,0.730661,17.433,11.77,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:19:14 PM,10000,0,GPGGA,10657.8,46.04401345,N,109.1829284,W
SEC 1 WEST,1.593018,1.620406,1.647475,1.652304,1.643311,1.682343,1.747022,1.838572,1.892141,1.904741,1.976285,1.944947,1.98407,1.968925,2.000116,1.971983,2.001756,1.976564,2.015294,2.006477,2.013231,2.027463,2.012414,1.988075,1.933114,1.903616,1.839918,1.761181,1.66788,1.577423,1.479195,1.400031,1.298298,1.207945,1.100539,0.98941,0.87203,0.730079,15.984,14.676,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:19:44 PM,10000,34.8,GPGGA,22550.2,46.0436486,N,109.1873053,W
SEC 1 WEST,3.211112,3.141947,3.076159,3.011467,2.954926,2.91473,2.874885,2.824575,2.778589,2.744053,2.725139,2.722949,2.731059,2.726384,2.699012,2.665172,2.653377,2.684133,2.758704,2.849247,2.909758,2.923088,2.90896,2.878454,2.837353,2.790441,2.746258,2.703127,2.659184,2.619329,2.586836,2.562421,2.547747,2.542706,2.556566,2.615902,2.748342,2.92843,13.852,10.801,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:24:41 PM,10000,35.5,GPGGA,22606.4,46.04347368,N,109.1873185,W
SEC 1 WEST,3.130153,3.064832,3.002447,2.941031,2.886195,2.847188,2.810421,2.76462,2.721558,2.689259,2.671808,2.671882,2.681363,2.679268,2.653397,2.621554,2.610268,2.641864,2.716484,2.807702,2.867968,2.8827,2.868802,2.839498,2.798282,2.753173,2.709531,2.667292,2.624281,2.584932,2.55338,2.529757,2.515096,2.510406,2.524146,2.582318,2.712036,2.889988,13.126,10.963,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:24:57 PM,10000,35.3,GPGGA,22627.8,46.04324273,N,109.1873355,W
SEC 1 WEST,3.16785,3.098973,3.032198,2.967515,2.912607,2.875759,2.837245,2.787973,2.742097,2.709142,2.691934,2.693111,2.703388,2.701174,2.675355,2.643231,2.632372,2.666526,2.74482,2.839929,2.902463,2.916708,2.902119,2.871464,2.829812,2.783584,2.739408,2.696399,2.652824,2.612741,2.580114,2.556004,2.541515,2.536742,2.551003,2.612491,2.747206,2.930429,13.639,10.604,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:25:18 PM,10000,35.4,GPGGA,22650,46.04300283,N,109.1873531,W
SEC 1 WEST,3.275304,3.199933,3.127185,3.057214,2.9956,2.950768,2.906965,2.853434,2.803797,2.766908,2.746499,2.744196,2.75257,2.747892,2.719193,2.68364,2.670433,2.702323,2.780999,2.877356,2.942112,2.956917,2.941756,2.910008,2.866558,2.818281,2.771671,2.726439,2.681177,2.639103,2.60493,2.579796,2.564169,2.559127,2.573163,2.635259,2.772756,2.960922,13.589,10.56,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:25:40 PM,10000,35.4,GPGGA,10935.6,46.04392908,N,109.1848603,W
SEC 1 WEST,3.254879,3.181521,3.113518,3.046579,2.986626,2.940758,2.897146,2.84643,2.798896,2.76389,2.743813,2.741357,2.749331,2.745824,2.717845,2.682986,2.669759,2.700637,2.775985,2.869361,2.932559,2.947351,2.933244,2.901865,2.860039,2.812837,2.766754,2.722936,2.678824,2.638256,2.604934,2.580135,2.564783,2.559594,2.573215,2.632861,2.765129,2.946537,12.812,11.071,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:26:02 PM,10000,35.6,GPGGA,22736.2,46.04250323,N,109.1873902,W
SEC 1 WEST,3.231505,3.157583,3.088302,3.02071,2.961181,2.917432,2.874495,2.822161,2.774636,2.739278,2.71995,2.718831,2.728206,2.724288,2.696617,2.66202,2.649466,2.682408,2.7603,2.855577,2.918653,2.933353,2.919121,2.888062,2.845508,2.797748,2.752662,2.708014,2.663324,2.621915,2.588788,2.563993,2.549231,2.544054,2.558427,2.619943,2.756108,2.942085,13.737,10.871,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:26:27 PM,10000,35.6,GPGGA,22756.8,46.04227215,N,109.1874074,W
SEC 1 WEST,3.153466,3.084166,3.016427,2.950702,2.894846,2.856938,2.818295,2.768932,2.72196,2.68771,2.669357,2.668785,2.676776,2.673769,2.646882,2.614273,2.602553,2.634706,2.710355,2.801736,2.862561,2.876659,2.863139,2.833095,2.792319,2.747993,2.704354,2.661167,2.618876,2.57929,2.547331,2.522998,2.509298,2.50465,2.518093,2.578262,2.710756,2.889552,13.432,10.624,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:26:47 PM,10000,35.5,GPGGA,22817.6,46.04203683,N,109.1874248,W
SEC 1 WEST,3.279605,3.206185,3.137329,3.070779,3.010991,2.966933,2.924629,2.874028,2.82674,2.790845,2.771068,2.768997,2.776804,2.772192,2.744776,2.710586,2.697176,2.728395,2.804334,2.897758,2.959982,2.974222,2.959897,2.928347,2.885973,2.839504,2.79424,2.749774,2.70611,2.664864,2.631681,2.606604,2.592185,2.586538,2.599854,2.65992,2.793572,2.976429,13.348,10.394,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:27:08 PM,10000,35.5,GPGGA,22840,46.04178345,N,109.1874437,W
SEC 1 WEST,3.267509,3.195661,3.125778,3.057046,2.994805,2.952303,2.912054,2.860411,2.811199,2.77402,2.753018,2.749963,2.757131,2.751715,2.723227,2.68818,2.674432,2.705105,2.780576,2.873845,2.93639,2.950618,2.935993,2.906039,2.863344,2.816528,2.771037,2.727199,2.682317,2.640815,2.607513,2.582649,2.567015,2.561329,2.575784,2.636508,2.769979,2.951036,14.522,10.641,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:27:30 PM,10000,35.9,GPGGA,11111.2,46.04392695,N,109.186333,W
SEC 1 WEST,3.26779,3.194018,3.123481,3.055682,2.993155,2.946301,2.902524,2.850368,2.801233,2.76464,2.743835,2.740655,2.748126,2.743549,2.715001,2.679025,2.665442,2.696524,2.772027,2.86552,2.929928,2.944179,2.929441,2.898051,2.855427,2.807618,2.761222,2.716764,2.671728,2.630774,2.597237,2.572138,2.556687,2.55127,2.564696,2.624654,2.759325,2.942667,13.463,10.957,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:27:51 PM,10000,35.6,GPGGA,22919.8,46.0413382,N,109.1874766,W
SEC 1 WEST,3.152062,3.084807,3.02012,2.957906,2.901118,2.858331,2.819545,2.772757,2.727273,2.692856,2.673943,2.670978,2.67761,2.673469,2.647664,2.614966,2.601791,2.630741,2.702109,2.789509,2.847921,2.861386,2.847545,2.817436,2.777579,2.732836,2.689948,2.648614,2.606979,2.568843,2.53725,2.513626,2.499053,2.494003,2.506639,2.562135,2.687065,2.858127,12.643,10.586,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:28:10 PM,10000,35.6,GPGGA,22946.6,46.04103738,N,109.187499,W
SEC 1 WEST,3.307877,3.231895,3.159503,3.087759,3.025599,2.981067,2.937556,2.882062,2.831154,2.793509,2.77205,2.769378,2.777757,2.772829,2.743456,2.707538,2.695111,2.727897,2.808039,2.905877,2.970271,2.98448,2.969244,2.937049,2.892554,2.843325,2.796113,2.74986,2.703659,2.660846,2.626019,2.60055,2.584601,2.579662,2.59423,2.658421,2.798775,2.990555,14.14,10.959,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:28:37 PM,10000,35.5,GPGGA,23023.8,46.04061458,N,109.1875303,W
SEC 1 WEST,3.25371,3.179016,3.10856,3.038839,2.977422,2.935542,2.895134,2.842889,2.79381,2.758742,2.740259,2.740777,2.751428,2.749465,2.72173,2.687031,2.675485,2.711151,2.794636,2.895129,2.961823,2.977274,2.961864,2.92898,2.884452,2.835133,2.787673,2.740881,2.694374,2.65172,2.617082,2.590892,2.575272,2.570683,2.585504,2.648995,2.790679,2.984494,13.282,10.999,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:29:14 PM,10000,35.8,GPGGA,23053.6,46.04027647,N,109.1875554,W
SEC 1 WEST,3.152686,3.083263,3.017855,2.954752,2.898922,2.856887,2.815623,2.7658,2.719194,2.68441,2.664807,2.662546,2.668792,2.66371,2.636635,2.603352,2.590392,2.619668,2.691787,2.779751,2.837736,2.850474,2.836714,2.80695,2.76609,2.721864,2.678558,2.636384,2.594004,2.555314,2.523622,2.499534,2.48467,2.479995,2.493477,2.550583,2.678316,2.850958,13.431,10.345,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:29:44 PM,10000,35.5,GPGGA,11610.8,46.04364072,N,109.1879243,W
SEC 1 WEST,3.209827,3.1367,3.069229,3.002226,2.941157,2.896403,2.8557,2.805758,2.758504,2.723185,2.704654,2.703602,2.711851,2.708549,2.681422,2.647525,2.634444,2.665539,2.742147,2.836063,2.899137,2.9142,2.900021,2.869255,2.827138,2.779995,2.734632,2.689918,2.645609,2.604878,2.571396,2.546416,2.531431,2.526474,2.539877,2.600067,2.733292,2.915613,13.642,10.261,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:30:12 PM,10000,35.4,GPGGA,23145.8,46.03964453,N,109.1876021,W
SEC 1 WEST,3.266253,3.194656,3.126042,3.057805,2.996656,2.955778,2.916362,2.865712,2.817843,2.782401,2.76368,2.763412,2.772611,2.76966,2.742525,2.706996,2.694631,2.728074,2.807826,2.904253,2.969728,2.985137,2.970809,2.939287,2.8958,2.847585,2.800898,2.755571,2.709484,2.667702,2.63358,2.608085,2.592509,2.587231,2.601683,2.66461,2.802305,2.989406,13.509,10.946,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:30:36 PM,10000,35.4,GPGGA,23208.2,46.03936093,N,109.1876233,W
SEC 1 WEST,3.263801,3.188494,3.117764,3.04939,2.989209,2.94433,2.900536,2.849254,2.800537,2.765268,2.745844,2.745875,2.755756,2.752862,2.724056,2.689193,2.67678,2.709986,2.789925,2.888359,2.954682,2.970474,2.956131,2.92506,2.88089,2.832135,2.785351,2.739416,2.693598,2.651422,2.617229,2.591335,2.575916,2.570612,2.585278,2.647812,2.786469,2.976236,14.075,10.79,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:30:59 PM,10000,35.4,GPGGA,23232.6,46.039052,N,109.187646,W
SEC 1 WEST,3.198882,3.129218,3.06227,2.996981,2.938865,2.897506,2.856885,2.806709,2.759822,2.724543,2.705046,2.703133,2.711016,2.707036,2.679853,2.645608,2.633328,2.66397,2.738752,2.830545,2.891431,2.905402,2.891355,2.860486,2.818995,2.773295,2.728542,2.685086,2.641962,2.601527,2.569289,2.544744,2.529879,2.525173,2.538301,2.597866,2.72947,2.908971,12.593,10.64,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:31:23 PM,10000,35.6,GPGGA,23250.4,46.0388296,N,109.1876624,W
SEC 1 WEST,3.156794,3.090229,3.025899,2.962741,2.906121,2.864897,2.825315,2.7767,2.730765,2.696112,2.677227,2.67434,2.681732,2.678269,2.65129,2.617433,2.604311,2.634557,2.706478,2.795144,2.854789,2.869122,2.856051,2.82647,2.786813,2.74257,2.699544,2.657094,2.615203,2.57643,2.544471,2.520466,2.506516,2.501062,2.514507,2.572288,2.700627,2.873937,12.795,11.055,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:31:41 PM,10000,36,GPGGA,11811,46.0421499,N,109.1880349,W
SEC 1 WEST,3.263664,3.189129,3.11873,3.050313,2.989582,2.94529,2.901091,2.848296,2.799441,2.76352,2.743779,2.741902,2.750815,2.746375,2.717982,2.682707,2.66959,2.70188,2.779574,2.875191,2.939494,2.95531,2.941339,2.910063,2.86725,2.819826,2.773238,2.727683,2.682364,2.641023,2.607582,2.581852,2.566823,2.561783,2.576145,2.637506,2.774821,2.962326,13.264,10.763,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:31:58 PM,10000,35.5,GPGGA,23324.2,46.03840823,N,109.1876937,W
SEC 1 WEST,3.254832,3.188109,3.126321,3.064772,3.007444,2.96425,2.925385,2.880469,2.83708,2.804163,2.784869,2.78167,2.787927,2.783983,2.75808,2.726145,2.712615,2.739172,2.807494,2.89322,2.950968,2.964636,2.951702,2.923086,2.884031,2.838873,2.7967,2.755229,2.712982,2.675141,2.644137,2.62054,2.605292,2.600165,2.611307,2.664742,2.786858,2.954982,14.197,10.811,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:32:15 PM,10000,35.7,GPGGA,23341.2,46.03819628,N,109.1877093,W
SEC 1 WEST,3.18445,3.116761,3.050883,2.986983,2.933548,2.89538,2.855519,2.804965,2.758343,2.723282,2.704551,2.702562,2.709393,2.705392,2.677806,2.644362,2.632246,2.662245,2.734225,2.822188,2.879607,2.892761,2.879136,2.850595,2.81117,2.767709,2.725359,2.683949,2.642072,2.602958,2.571973,2.547844,2.533642,2.52923,2.543037,2.602252,2.730466,2.903655,13.132,10.606,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:32:32 PM,10000,35.4,GPGGA,23357.6,46.03799248,N,109.1877245,W
SEC 1 WEST,3.131397,3.067604,3.005762,2.944623,2.888073,2.845878,2.807413,2.759832,2.715071,2.681576,2.663338,2.661392,2.668952,2.66466,2.638672,2.605588,2.59287,2.622398,2.694645,2.782564,2.841683,2.856568,2.843704,2.815115,2.775374,2.735115,2.698268,2.655486,2.61339,2.574813,2.543504,2.519477,2.505711,2.500818,2.513891,2.571283,2.699034,2.873785,13.801,10.487,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:32:48 PM,10000,35.9,GPGGA,23415.8,46.03776442,N,109.1877414,W
SEC 1 WEST,3.211262,3.139332,3.070618,3.004009,2.94475,2.900584,2.859639,2.809269,2.761723,2.726076,2.706639,2.705104,2.712755,2.708389,2.680781,2.646803,2.633471,2.664536,2.740072,2.832399,2.89382,2.908669,2.895681,2.865504,2.823511,2.776855,2.731426,2.687401,2.642904,2.602994,2.570296,2.545462,2.530643,2.525745,2.539566,2.599144,2.731848,2.914016,13.895,10.588,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:33:06 PM,10000,35.5,GPGGA,12011.4,46.04078628,N,109.1881359,W
SEC 1 WEST,3.235097,3.165137,3.099675,3.034126,2.974913,2.932625,2.893245,2.845489,2.799546,2.765591,2.747278,2.745913,2.755116,2.751531,2.72588,2.690826,2.679232,2.711246,2.787324,2.879258,2.941679,2.957418,2.943886,2.912417,2.871571,2.825589,2.779355,2.734287,2.690027,2.649431,2.616063,2.5913,2.577343,2.572474,2.586777,2.647594,2.782019,2.962139,12.379,11.013,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:33:30 PM,10000,35.3,GPGGA,23545.6,46.0380789,N,109.1875644,W
SEC 1 WEST,3.275571,3.202437,3.13496,3.068357,3.008153,2.962237,2.918392,2.868439,2.8213,2.786142,2.766809,2.76685,2.776516,2.773017,2.745332,2.711181,2.69941,2.733255,2.812751,2.909263,2.973524,2.988222,2.972823,2.94116,2.897287,2.848307,2.800805,2.75476,2.708764,2.666615,2.632255,2.606498,2.591656,2.587,2.600699,2.663362,2.802235,2.990905,14.086,10.68,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:34:36 PM,10000,35.7,GPGGA,23611.6,46.03844517,N,109.1875371,W
SEC 1 WEST,3.239337,3.164819,3.09537,3.027793,2.966711,2.92091,2.877675,2.826262,2.778385,2.742231,2.722451,2.721038,2.729318,2.725437,2.697762,2.662416,2.649358,2.681233,2.758783,2.853871,2.918368,2.934101,2.919303,2.888136,2.845654,2.797852,2.751272,2.706547,2.661898,2.620165,2.586544,2.561325,2.546322,2.541091,2.554811,2.615646,2.750561,2.93635,12.981,10.559,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:35:02 PM,10000,35.6,GPGGA,23638.4,46.03882237,N,109.1875092,W
SEC 1 WEST,3.289902,3.213273,3.140205,3.070938,3.007717,2.96048,2.915926,2.863789,2.814096,2.776822,2.756876,2.755183,2.764584,2.760347,2.732481,2.695718,2.68274,2.715559,2.795448,2.893917,2.959929,2.976195,2.961368,2.928813,2.884584,2.83526,2.787699,2.741446,2.695458,2.652532,2.617989,2.591835,2.576387,2.570934,2.58468,2.647499,2.78651,2.976816,12.362,10.671,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:35:29 PM,10000,35.6,GPGGA,23702.6,46.03915258,N,109.1874848,W
SEC 1 WEST,3.301417,3.225273,3.152847,3.082544,3.019067,2.972905,2.929499,2.87634,2.826862,2.789501,2.769373,2.767367,2.776243,2.772376,2.743634,2.707362,2.693205,2.726436,2.806236,2.904568,2.971239,2.987236,2.972568,2.939811,2.895387,2.845695,2.798154,2.751505,2.704769,2.662265,2.627165,2.601081,2.585518,2.579965,2.593623,2.656399,2.796311,2.987365,13.212,10.83,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:35:53 PM,10000,35.8,GPGGA,12143.4,46.03972122,N,109.1882147,W
SEC 1 WEST,3.247474,3.172236,3.100421,3.03087,2.970207,2.927837,2.885142,2.832658,2.783463,2.748087,2.729539,2.730554,2.74128,2.738809,2.711057,2.676428,2.665468,2.701071,2.784541,2.885134,2.951751,2.967322,2.952246,2.91957,2.874719,2.82532,2.778041,2.731697,2.685171,2.642189,2.607725,2.582155,2.566534,2.561915,2.576774,2.640991,2.782757,2.976962,13.308,10.837,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:36:27 PM,10000,35.8,GPGGA,23820.8,46.04020697,N,109.1874067,W
SEC 1 WEST,3.280931,3.208834,3.140767,3.074589,3.01538,2.972678,2.931583,2.881697,2.834709,2.800013,2.782126,2.78132,2.790443,2.787489,2.760513,2.7273,2.715202,2.748505,2.827475,2.923092,2.985903,2.99953,2.983951,2.951265,2.906979,2.858654,2.811862,2.766642,2.721133,2.679527,2.645508,2.61988,2.604445,2.599154,2.613119,2.674219,2.80994,2.996347,13.199,10.693,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:37:11 PM,10000,35.9,GPGGA,23850,46.04060825,N,109.1873768,W
SEC 1 WEST,3.255291,3.181853,3.111738,3.04365,2.983571,2.939425,2.896809,2.845572,2.797476,2.762096,2.743048,2.743256,2.753534,2.750455,2.722879,2.688082,2.675748,2.709382,2.789874,2.888395,2.955282,2.971417,2.957574,2.925942,2.882387,2.833907,2.786758,2.741442,2.695402,2.65328,2.619095,2.593623,2.578508,2.573047,2.586989,2.649031,2.787575,2.978079,13.791,10.69,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:37:40 PM,10000,35.7,GPGGA,23910.2,46.04088397,N,109.1873565,W
SEC 1 WEST,3.208725,3.137637,3.071555,3.004699,2.945412,2.905702,2.867656,2.818064,2.770697,2.73605,2.717311,2.71773,2.728951,2.725882,2.69864,2.6646,2.652474,2.685765,2.765729,2.86305,2.928067,2.943779,2.930711,2.899728,2.856434,2.808334,2.762573,2.717244,2.671876,2.63035,2.596527,2.57087,2.555565,2.55089,2.56527,2.627214,2.764891,2.951767,14.105,10.836,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:38:01 PM,10000,35.8,GPGGA,23926.2,46.0411022,N,109.1873402,W
SEC 1 WEST,3.127582,3.059763,2.994759,2.932401,2.877458,2.838141,2.800219,2.753235,2.708804,2.676389,2.659386,2.660783,2.671578,2.669466,2.644042,2.611674,2.600451,2.633397,2.710747,2.804073,2.866952,2.882497,2.870776,2.841551,2.800675,2.755302,2.711201,2.667445,2.624391,2.584642,2.552683,2.528353,2.51376,2.509102,2.522549,2.582574,2.715931,2.896828,14.291,10.929,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:38:16 PM,10000,35.5,GPGGA,12318.4,46.03870612,N,109.1882898,W
SEC 1 WEST,3.147634,3.079128,3.015572,2.952844,2.896025,2.853627,2.815066,2.768789,2.725034,2.691658,2.674911,2.675873,2.685338,2.682669,2.657523,2.62525,2.612973,2.644583,2.720082,2.813315,2.876511,2.891931,2.878699,2.849257,2.808033,2.761594,2.716351,2.673615,2.630615,2.590833,2.558446,2.534389,2.519819,2.514341,2.527161,2.584922,2.715153,2.893535,13.916,10.073,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:38:32 PM,10000,35.4,GPGGA,23956.4,46.04149755,N,109.1873109,W
SEC 1 WEST,3.178811,3.109267,3.045242,2.981551,2.923966,2.881897,2.842805,2.795892,2.751267,2.718502,2.702041,2.703495,2.714116,2.713758,2.689204,2.656208,2.644206,2.677271,2.756264,2.852906,2.918839,2.935296,2.921753,2.89031,2.848467,2.801249,2.755769,2.710826,2.666832,2.626677,2.593287,2.568749,2.553466,2.548072,2.560894,2.620238,2.753846,2.938209,12.828,10.61,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:38:47 PM,10000,35.9,GPGGA,24012,46.04170143,N,109.1872957,W
SEC 1 WEST,3.161201,3.093318,3.027887,2.964964,2.909909,2.871105,2.832566,2.783855,2.737999,2.704789,2.687055,2.686726,2.696066,2.693729,2.667738,2.634587,2.622639,2.654526,2.730562,2.823615,2.885737,2.900524,2.887086,2.856925,2.815986,2.770413,2.726851,2.684084,2.641315,2.601543,2.569497,2.545367,2.5305,2.525554,2.538835,2.597908,2.729002,2.907852,13.107,10.887,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:39:02 PM,10000,35.7,GPGGA,24031.8,46.04196108,N,109.1872769,W
SEC 1 WEST,3.287212,3.21133,3.139966,3.071195,3.00932,2.96391,2.920873,2.868728,2.819336,2.782673,2.762657,2.761102,2.76918,2.765662,2.737208,2.701035,2.686735,2.718418,2.797209,2.893861,2.959887,2.976219,2.96167,2.930002,2.886273,2.837559,2.790818,2.744823,2.69937,2.657308,2.62277,2.596982,2.581095,2.575727,2.589152,2.651204,2.78767,2.974593,13.06,10.653,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:39:22 PM,10000,35.5,GPGGA,24050.2,46.04220275,N,109.1872588,W
SEC 1 WEST,3.132334,3.065215,3.001159,2.938774,2.883031,2.843742,2.807116,2.760804,2.716618,2.683858,2.666387,2.666509,2.677002,2.675241,2.649893,2.618042,2.606398,2.637762,2.713295,2.80512,2.867044,2.882332,2.868924,2.839807,2.798935,2.753565,2.710352,2.66781,2.625353,2.585901,2.554048,2.530272,2.515598,2.510923,2.524364,2.582381,2.71195,2.888958,13.444,10.914,1.08,-2,1,0.2,Wheat16H,14/08/2019,8:39:41 PM,10000,35.7,GPGGA,12438.2,46.03783587,N,109.1883549,W
