SampleID,Sp1,Sp2,Sp3,Sp4,Sp5,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34,Sp35,Sp36,Sp37,Sp38,Protein,Moisture,Slope1,Bias1,Slope2,Bias2,Product,Date,Time,IntTime,Temp,GPS,misc,y,dir_y,x,dir_x
SEC 1 WEST,3.27276,3.202342,3.137017,3.074204,3.01711,2.972749,2.928402,2.878257,2.831407,2.795385,2.774764,2.77038,2.775502,2.769331,2.742612,2.710491,2.699843,2.733488,2.811264,2.902535,2.95813,2.965335,2.945645,2.911374,2.864989,2.816191,2.77113,2.726586,2.682934,2.642216,2.609208,2.583756,2.568664,2.564731,2.578992,2.639134,2.773771,2.958081,13.965,11.065,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:07:36 PM,10000,35.3,GPGGA,200827,46.03876437,N,109.1826952,W
SEC 1 WEST,3.346181,3.268579,3.195353,3.124222,3.060596,3.014018,2.96912,2.91466,2.864515,2.827591,2.806912,2.805376,2.814211,2.810542,2.783021,2.749727,2.740693,2.780366,2.868392,2.971529,3.034841,3.042622,3.020147,2.981915,2.932586,2.88017,2.830546,2.782769,2.735405,2.691501,2.655731,2.628971,2.613503,2.609061,2.625005,2.691118,2.837378,3.037142,13.431,11.01,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:08:22 PM,10000,35.7,GPGGA,200845.4,46.03856252,N,109.1827101,W
SEC 1 WEST,3.225699,3.156435,3.090827,3.026085,2.968674,2.929577,2.891922,2.843659,2.796378,2.761947,2.742939,2.741238,2.749089,2.745307,2.720368,2.690002,2.680946,2.716156,2.796373,2.890395,2.948625,2.956923,2.937552,2.902805,2.858355,2.810853,2.766157,2.722677,2.679571,2.639453,2.606557,2.581367,2.566573,2.562121,2.576236,2.636809,2.770585,2.953326,13.149,10.666,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:08:53 PM,10000,35.3,GPGGA,200931.2,46.03806537,N,109.1827468,W
SEC 1 WEST,3.262075,3.192453,3.126497,3.061718,3.002732,2.959051,2.918336,2.868813,2.821362,2.785982,2.765957,2.762851,2.76965,2.765022,2.738846,2.7071,2.696524,2.730574,2.810056,2.904296,2.96285,2.970603,2.950394,2.915082,2.870445,2.821716,2.776221,2.732325,2.688272,2.647623,2.614771,2.589166,2.574165,2.569803,2.583687,2.644177,2.778008,2.96256,13.248,10.513,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:09:16 PM,10000,35.5,GPGGA,201003,46.03771835,N,109.1827726,W
SEC 1 WEST,3.349096,3.277703,3.20846,3.140207,3.079088,3.035287,2.993529,2.941467,2.891644,2.854382,2.831707,2.827561,2.833272,2.827427,2.799341,2.766517,2.756575,2.791558,2.872287,2.966528,3.024355,3.031145,3.009743,2.973016,2.92639,2.876257,2.828326,2.782849,2.737392,2.695113,2.660487,2.634832,2.620011,2.615063,2.629528,2.691937,2.831347,3.022251,13.284,10.99,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:09:40 PM,10000,35.4,GPGGA,201025,46.037481,N,109.1827901,W
SEC 1 WEST,3.319643,3.245891,3.177454,3.110723,3.049871,3.004882,2.963431,2.912507,2.864845,2.830833,2.813216,2.814524,2.82608,2.825828,2.800769,2.768884,2.760151,2.801134,2.891445,2.99733,3.062657,3.072013,3.050176,3.010553,2.961686,2.909182,2.860363,2.81355,2.766886,2.723875,2.688532,2.661659,2.6457,2.640764,2.656096,2.720687,2.864147,3.062837,11.18,11.043,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:10:08 PM,10000,35.4,GPGGA,201049.8,46.03723087,N,109.1828087,W
SEC 1 WEST,3.437016,3.359858,3.286988,3.215011,3.150192,3.104988,3.060427,3.005791,2.953879,2.914515,2.892043,2.888585,2.894476,2.888534,2.860057,2.825605,2.814818,2.851625,2.936753,3.036395,3.096584,3.103819,3.08218,3.04375,2.994945,2.943507,2.894947,2.847882,2.800675,2.757573,2.721971,2.694955,2.678801,2.674442,2.68966,2.754036,2.897345,3.092231,12.642,10.581,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:10:35 PM,10000,35.6,GPGGA,201117.4,46.03694013,N,109.1828302,W
SEC 1 WEST,3.290031,3.219073,3.150736,3.084867,3.026458,2.984323,2.943369,2.89224,2.843654,2.807473,2.78677,2.784081,2.789856,2.785853,2.759145,2.726532,2.715988,2.751903,2.832959,2.927948,2.986386,2.993959,2.973792,2.937637,2.892015,2.843571,2.797042,2.751897,2.707655,2.666336,2.632649,2.606813,2.591664,2.587389,2.602159,2.663972,2.801283,2.988061,12.765,10.942,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:10:58 PM,10000,35.4,GPGGA,201144.4,46.03664922,N,109.1828517,W
SEC 1 WEST,3.400292,3.323916,3.251792,3.182217,3.117419,3.068622,3.025237,2.972,2.92221,2.883368,2.860193,2.855674,2.860792,2.853667,2.823619,2.788531,2.776183,2.809139,2.88792,2.981507,3.040498,3.050827,3.032653,2.998528,2.953298,2.903987,2.856037,2.809648,2.76282,2.719657,2.685423,2.658988,2.643392,2.639466,2.654018,2.717831,2.858526,3.048197,13.918,10.859,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:11:57 PM,10000,35.5,GPGGA,201207.2,46.03639818,N,109.1828705,W
SEC 1 WEST,3.177044,3.114448,3.052915,2.994802,2.949362,2.914603,2.874639,2.825362,2.77942,2.744575,2.725533,2.72203,2.726843,2.720265,2.694152,2.662788,2.651909,2.683811,2.758613,2.84601,2.900273,2.908978,2.892891,2.861944,2.8213,2.776793,2.734859,2.693216,2.65146,2.613114,2.582742,2.56238,2.549242,2.546504,2.561616,2.622766,2.756395,2.936483,15.334,10.42,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:12:13 PM,10000,35.7,GPGGA,201306.8,46.03666828,N,109.1826946,W
SEC 1 WEST,3.323537,3.251369,3.181488,3.114303,3.056806,3.018171,2.978768,2.927063,2.878999,2.844964,2.829439,2.8342,2.848833,2.850962,2.826923,2.794288,2.786831,2.831339,2.926901,3.038202,3.108221,3.120194,3.098345,3.058205,3.008979,2.956512,2.90738,2.860638,2.813859,2.769768,2.733969,2.706758,2.691335,2.686234,2.702093,2.769471,2.918898,3.126009,9.403,10.874,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:12:31 PM,10000,35.7,GPGGA,201322.6,46.03685768,N,109.1826804,W
SEC 1 WEST,3.33033,3.261186,3.195879,3.133671,3.079246,3.037485,2.996047,2.947435,2.902753,2.871201,2.857401,2.8627,2.879415,2.884206,2.861363,2.829739,2.823479,2.867847,2.963724,3.075206,3.145324,3.1567,3.134709,3.094059,3.044205,2.991235,2.941264,2.894327,2.847726,2.803748,2.767866,2.740568,2.723328,2.717464,2.731991,2.797047,2.943203,3.144222,8.4906,11.635,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:12:49 PM,10000,35.5,GPGGA,201340,46.03706748,N,109.1826651,W
SEC 1 WEST,3.211567,3.147966,3.08693,3.027686,2.975251,2.936364,2.896744,2.849813,2.806469,2.774496,2.758937,2.761366,2.772102,2.771353,2.747797,2.716585,2.707778,2.745306,2.829306,2.928448,2.990736,3.001896,2.982853,2.947696,2.90228,2.853475,2.807804,2.763387,2.718917,2.677889,2.644253,2.618978,2.604494,2.599703,2.614365,2.676076,2.814209,3.005363,12.072,10.455,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:13:06 PM,10000,35.5,GPGGA,201358,46.0372841,N,109.1826491,W
SEC 1 WEST,3.281631,3.211236,3.145514,3.080875,3.0215,2.978771,2.939537,2.892109,2.846898,2.814564,2.800072,2.804719,2.819657,2.823265,2.800867,2.769051,2.760867,2.803809,2.898138,3.009493,3.08016,3.093414,3.071813,3.031814,2.982076,2.928954,2.879188,2.831357,2.783976,2.740666,2.70427,2.676293,2.65979,2.654006,2.668425,2.732534,2.877011,3.0775,9.3946,10.958,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:13:30 PM,10000,35.5,GPGGA,201415.2,46.03749148,N,109.1826336,W
SEC 1 WEST,3.273351,3.20187,3.133457,3.067484,3.009839,2.966787,2.924984,2.874141,2.826428,2.791566,2.771578,2.770289,2.778536,2.773912,2.746414,2.713562,2.702787,2.737328,2.816895,2.912667,2.972816,2.982216,2.964463,2.93006,2.885553,2.836426,2.789836,2.745396,2.700081,2.658083,2.624877,2.598953,2.583607,2.579375,2.593596,2.655378,2.79259,2.978955,13.792,10.664,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:13:53 PM,10000,35.4,GPGGA,201440,46.03779205,N,109.1826115,W
SEC 1 WEST,3.187552,3.122001,3.059623,2.998454,2.941573,2.901109,2.86367,2.816303,2.770538,2.736403,2.718156,2.71654,2.72453,2.720558,2.695108,2.663592,2.654071,2.688309,2.766622,2.857527,2.915219,2.924863,2.907841,2.875605,2.832911,2.787136,2.742292,2.699026,2.655966,2.617239,2.584326,2.559489,2.545288,2.541273,2.555818,2.616733,2.751714,2.931476,13.829,10.844,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:14:14 PM,10000,35.5,GPGGA,201502.2,46.03806128,N,109.1825913,W
SEC 1 WEST,3.213833,3.145808,3.078844,3.01395,2.958678,2.919546,2.879128,2.829146,2.78168,2.746178,2.724199,2.719159,2.722542,2.715491,2.689226,2.657707,2.64683,2.676776,2.74866,2.832614,2.884597,2.892924,2.875563,2.843935,2.803398,2.759546,2.717319,2.675763,2.634739,2.596498,2.565006,2.541683,2.528415,2.524212,2.538312,2.596422,2.724379,2.897191,13.794,10.66,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:14:32 PM,10000,35.4,GPGGA,201523.6,46.03832233,N,109.1825719,W
SEC 1 WEST,3.256315,3.187465,3.121951,3.056678,3.000813,2.959622,2.918015,2.868419,2.820777,2.784832,2.76343,2.759529,2.763346,2.756311,2.729661,2.698063,2.68686,2.718543,2.791704,2.877755,2.931467,2.939302,2.921708,2.889568,2.847459,2.801694,2.757563,2.715113,2.672348,2.633297,2.601511,2.577875,2.563536,2.559708,2.573632,2.632777,2.762928,2.940967,14.475,10.563,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:14:50 PM,10000,35.5,GPGGA,201541,46.0385325,N,109.1825563,W
SEC 1 WEST,3.327147,3.254206,3.184902,3.11692,3.055464,3.010928,2.968122,2.916486,2.867811,2.83055,2.808625,2.805014,2.81057,2.804362,2.776308,2.742718,2.730675,2.763415,2.84097,2.933494,2.991366,2.999838,2.981086,2.946795,2.901519,2.852739,2.807249,2.762469,2.71795,2.676798,2.643214,2.617769,2.602421,2.598058,2.611901,2.672929,2.807628,2.990956,13.692,10.56,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:15:17 PM,10000,35.5,GPGGA,201559.4,46.03875325,N,109.1825401,W
SEC 1 WEST,3.356191,3.278508,3.204714,3.134016,3.07043,3.023907,2.97869,2.925581,2.876311,2.839499,2.819657,2.819903,2.830558,2.82706,2.799182,2.764858,2.754115,2.792128,2.880341,2.985587,3.052628,3.064338,3.045245,3.008669,2.959678,2.90745,2.857433,2.808843,2.760472,2.715868,2.679717,2.652311,2.636003,2.631534,2.647029,2.713188,2.860584,3.062011,13.795,10.505,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:15:57 PM,10000,35.5,GPGGA,201626.4,46.03907725,N,109.1825162,W
SEC 1 WEST,3.237434,3.167723,3.101737,3.035897,2.977003,2.93622,2.896506,2.846642,2.800083,2.76523,2.745135,2.742685,2.750415,2.745281,2.718022,2.685766,2.675149,2.708432,2.785311,2.876577,2.934717,2.944935,2.927872,2.894879,2.851937,2.804637,2.759041,2.715714,2.671509,2.630849,2.59809,2.573488,2.55914,2.554036,2.568497,2.629648,2.763415,2.944687,13.521,10.918,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:16:19 PM,10000,35.5,GPGGA,201706.4,46.03956038,N,109.1824804,W
SEC 1 WEST,3.214109,3.144023,3.077406,3.011956,2.954271,2.913213,2.874396,2.824841,2.778583,2.743867,2.724864,2.722632,2.730133,2.72539,2.698531,2.666582,2.656036,2.690483,2.767304,2.858219,2.916671,2.926929,2.909728,2.87777,2.834661,2.787591,2.74192,2.697759,2.653977,2.613517,2.580532,2.556332,2.542094,2.537668,2.552008,2.612936,2.748152,2.931302,14.514,11.018,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:16:37 PM,10000,35.7,GPGGA,201728.2,46.03982513,N,109.1824606,W
SEC 1 WEST,3.261209,3.191533,3.123741,3.05816,3.002133,2.96062,2.917973,2.866436,2.81858,2.782933,2.762288,2.758435,2.76531,2.759768,2.731659,2.69832,2.687473,2.719574,2.795024,2.884573,2.940836,2.94965,2.932368,2.900208,2.856747,2.809437,2.764422,2.720971,2.677009,2.636113,2.603003,2.578364,2.563436,2.558561,2.572338,2.633049,2.766047,2.946899,14.105,11.253,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:16:57 PM,10000,35.5,GPGGA,201746.2,46.04004405,N,109.1824446,W
SEC 1 WEST,3.263427,3.1925,3.125817,3.061013,3.001099,2.955121,2.912563,2.862483,2.815721,2.779939,2.758473,2.754269,2.760007,2.754048,2.72637,2.69342,2.680854,2.711604,2.785762,2.875157,2.932803,2.942847,2.92587,2.893566,2.851324,2.803402,2.758407,2.714695,2.671278,2.631496,2.59845,2.573416,2.559264,2.554239,2.567914,2.627663,2.758552,2.936616,14.396,10.682,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:17:15 PM,10000,35.8,GPGGA,201806.6,46.04029303,N,109.1824259,W
SEC 1 WEST,3.132409,3.06898,3.007236,2.946502,2.893357,2.857061,2.821008,2.774384,2.730088,2.696393,2.676343,2.672755,2.677773,2.672115,2.646821,2.616376,2.606443,2.636517,2.706815,2.789018,2.841296,2.850278,2.834424,2.805123,2.765522,2.721344,2.679569,2.639322,2.598419,2.560385,2.53035,2.507614,2.493602,2.489754,2.503302,2.560204,2.686159,2.85537,14.57,11.213,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:17:31 PM,10000,35.6,GPGGA,201824.6,46.04051142,N,109.1824097,W
SEC 1 WEST,3.14428,3.078619,3.016061,2.956345,2.903075,2.861975,2.822338,2.775396,2.731339,2.698027,2.679555,2.677539,2.684749,2.680362,2.654319,2.622891,2.612643,2.644028,2.71753,2.805005,2.860689,2.871062,2.856244,2.825583,2.784662,2.739744,2.696885,2.654431,2.612398,2.573613,2.541852,2.51797,2.503999,2.49961,2.513454,2.572386,2.701387,2.875777,14.109,10.869,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:17:50 PM,10000,35.6,GPGGA,201840.6,46.04070468,N,109.1823955,W
SEC 1 WEST,3.321679,3.247965,3.17766,3.110427,3.049931,3.005083,2.961697,2.90966,2.860501,2.823818,2.803646,2.801731,2.809564,2.804501,2.776045,2.741919,2.730491,2.764972,2.845867,2.94167,3.002974,3.014184,2.995997,2.960117,2.914213,2.864012,2.816254,2.769834,2.723806,2.681004,2.646032,2.620276,2.604804,2.599608,2.614209,2.676754,2.816062,3.006244,12.136,10.543,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:18:09 PM,10000,35.7,GPGGA,201859.2,46.04092998,N,109.1823791,W
SEC 1 WEST,3.211738,3.141394,3.074224,3.008994,2.951984,2.912149,2.87285,2.822797,2.775552,2.741075,2.721405,2.719692,2.727318,2.722932,2.696218,2.663287,2.652181,2.686626,2.765333,2.858518,2.918068,2.92927,2.912376,2.879473,2.83596,2.788356,2.74295,2.698442,2.654025,2.613346,2.580127,2.554723,2.540236,2.535922,2.550593,2.612873,2.749759,2.935865,13.805,11.064,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:18:30 PM,10000,35.4,GPGGA,201918.8,46.0411686,N,109.1823611,W
SEC 1 WEST,3.2377,3.166914,3.097584,3.03037,2.974088,2.932945,2.891052,2.839593,2.791066,2.755573,2.735645,2.733771,2.741907,2.738032,2.709881,2.676674,2.665786,2.699912,2.779388,2.873542,2.933777,2.944437,2.927577,2.894426,2.850599,2.803601,2.757911,2.713357,2.669411,2.627854,2.594496,2.56959,2.554715,2.54986,2.564397,2.626622,2.762825,2.948712,13.371,10.996,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:18:51 PM,10000,36,GPGGA,201939.6,46.0414239,N,109.182342,W
SEC 1 WEST,3.181326,3.115204,3.052639,2.989524,2.934106,2.898354,2.862664,2.815044,2.770443,2.73772,2.719749,2.719502,2.728727,2.726725,2.701079,2.670396,2.660882,2.695382,2.773696,2.866501,2.925844,2.936436,2.918812,2.885342,2.842183,2.79489,2.749935,2.706496,2.662927,2.622813,2.590231,2.565789,2.551098,2.545984,2.56037,2.620531,2.753628,2.934764,12.578,11.002,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:19:08 PM,10000,35.7,GPGGA,202000.6,46.04168272,N,109.182323,W
SEC 1 WEST,3.198006,3.132586,3.07047,3.009017,2.956765,2.920405,2.885269,2.839231,2.794544,2.76182,2.744958,2.745624,2.75493,2.752322,2.727726,2.696816,2.687905,2.722893,2.801831,2.896608,2.956542,2.969048,2.95211,2.919621,2.876995,2.830389,2.78411,2.739213,2.695608,2.65507,2.622161,2.597237,2.583847,2.578495,2.592979,2.654054,2.790219,2.976914,13.233,10.315,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:19:24 PM,10000,36,GPGGA,202017.2,46.04188638,N,109.1823079,W
SEC 1 WEST,3.107501,3.047034,2.98729,2.928554,2.878051,2.842584,2.806368,2.760736,2.717015,2.684174,2.664631,2.66144,2.665623,2.660645,2.635966,2.606637,2.597229,2.628344,2.69872,2.779839,2.831036,2.838831,2.82196,2.79002,2.749757,2.705872,2.664366,2.623534,2.583393,2.546094,2.516125,2.493426,2.480441,2.476261,2.489735,2.546254,2.67139,2.844049,12.901,11.112,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:19:40 PM,10000,35.8,GPGGA,202033.4,46.04208348,N,109.1822933,W
SEC 1 WEST,3.015684,2.957785,2.901637,2.846437,2.798764,2.765361,2.732667,2.689999,2.649617,2.619714,2.602761,2.60156,2.608148,2.604557,2.581281,2.553046,2.543872,2.573099,2.641388,2.722203,2.773191,2.781774,2.766077,2.736683,2.698249,2.655521,2.615045,2.576139,2.537003,2.50078,2.472066,2.450415,2.437499,2.433632,2.445755,2.499496,2.619175,2.782253,13.444,10.571,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:19:56 PM,10000,35.7,GPGGA,202049.6,46.0422788,N,109.1822791,W
SEC 1 WEST,3.18078,3.114514,3.051494,2.98988,2.935021,2.895986,2.857453,2.810034,2.764878,2.732327,2.712917,2.71147,2.719956,2.71711,2.691386,2.65926,2.648709,2.682262,2.758681,2.850204,2.908811,2.919229,2.901665,2.869063,2.826233,2.779239,2.734487,2.69178,2.649139,2.608515,2.576198,2.552176,2.537333,2.532521,2.546321,2.605692,2.737834,2.917765,12.855,11.492,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:20:13 PM,10000,35.5,GPGGA,202105.4,46.04246957,N,109.1822648,W
SEC 1 WEST,3.226227,3.15874,3.09575,3.034228,2.978299,2.937701,2.898393,2.849536,2.802958,2.767963,2.749096,2.746883,2.754278,2.750047,2.723419,2.690321,2.678816,2.711994,2.789553,2.881742,2.940561,2.950926,2.933219,2.899518,2.855508,2.808059,2.76241,2.718072,2.674294,2.633688,2.60026,2.574944,2.560287,2.555287,2.568532,2.628543,2.762765,2.945363,12.586,10.617,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:20:29 PM,10000,35.5,GPGGA,202122,46.04267005,N,109.1822499,W
SEC 1 WEST,3.177786,3.112102,3.04822,2.985905,2.931229,2.894922,2.857878,2.810172,2.765048,2.732336,2.713425,2.712413,2.720985,2.71762,2.691576,2.660431,2.650228,2.684227,2.762017,2.853611,2.912225,2.922725,2.90586,2.873898,2.83085,2.783771,2.739184,2.695865,2.652151,2.61177,2.579155,2.554458,2.539957,2.535247,2.549225,2.609609,2.744062,2.92575,14.433,11.296,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:20:49 PM,10000,35.7,GPGGA,202138.4,46.04286833,N,109.1822351,W
SEC 1 WEST,3.215047,3.145395,3.078973,3.013949,2.957672,2.918294,2.878153,2.828493,2.781254,2.746412,2.727832,2.726901,2.73499,2.730908,2.704319,2.671427,2.660488,2.694908,2.77426,2.867911,2.927284,2.937468,2.920551,2.887378,2.843781,2.796901,2.751796,2.708317,2.66435,2.624014,2.590212,2.56565,2.550211,2.545411,2.560217,2.621404,2.75577,2.939452,13.362,10.574,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:21:09 PM,10000,35.6,GPGGA,202158,46.04310572,N,109.1822176,W
SEC 1 WEST,3.232423,3.167215,3.10438,3.043553,2.991032,2.951156,2.911485,2.863467,2.819156,2.787036,2.769064,2.768339,2.777447,2.774528,2.749049,2.717415,2.707595,2.74136,2.819019,2.911132,2.969766,2.980239,2.963225,2.930669,2.887496,2.840446,2.795362,2.752049,2.70843,2.667794,2.634594,2.609592,2.594756,2.589716,2.603261,2.664159,2.797593,2.978225,13.568,11.216,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:22:11 PM,10000,35.4,GPGGA,202218.4,46.04335492,N,109.182199,W
SEC 1 WEST,3.263847,3.195256,3.12955,3.064826,3.00839,2.967494,2.92812,2.878645,2.832394,2.797556,2.777123,2.775216,2.782282,2.777171,2.750064,2.717895,2.706502,2.739377,2.817215,2.909377,2.967964,2.977578,2.959429,2.925543,2.881207,2.832343,2.786384,2.741439,2.69701,2.656045,2.622197,2.597082,2.581647,2.576942,2.590887,2.651901,2.78637,2.971326,13.952,10.512,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:22:33 PM,10000,35.7,GPGGA,202320.8,46.04283315,N,109.1820822,W
SEC 1 WEST,3.142507,3.079581,3.018951,2.958642,2.906543,2.871003,2.835046,2.788486,2.74391,2.711135,2.6926,2.689886,2.696775,2.69289,2.666647,2.636036,2.625653,2.656897,2.729749,2.816689,2.871873,2.881451,2.865349,2.834641,2.79404,2.749059,2.706102,2.665068,2.623818,2.585077,2.554054,2.531081,2.517518,2.51293,2.526606,2.585431,2.71425,2.890862,13.895,11.061,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:22:51 PM,10000,35.5,GPGGA,202342.6,46.04255285,N,109.1821026,W
SEC 1 WEST,3.204122,3.138863,3.077857,3.017442,2.961781,2.923601,2.887472,2.841328,2.797061,2.763162,2.743865,2.740948,2.747097,2.742298,2.715938,2.684323,2.674223,2.705382,2.778914,2.865674,2.920492,2.929995,2.912719,2.881015,2.83801,2.791883,2.747649,2.70507,2.662865,2.623116,2.591965,2.568621,2.553992,2.549198,2.562544,2.620756,2.749477,2.927737,12.863,11.088,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:23:07 PM,10000,35.5,GPGGA,202400.8,46.04232913,N,109.1821194,W
SEC 1 WEST,3.088676,3.033783,2.982872,2.932322,2.883565,2.851613,2.822303,2.783975,2.746566,2.716664,2.698722,2.695515,2.700665,2.695306,2.67245,2.647523,2.642361,2.673282,2.735557,2.805475,2.84877,2.853264,2.836115,2.808203,2.771382,2.730353,2.691829,2.654696,2.619053,2.58466,2.558462,2.539466,2.527878,2.525074,2.53726,2.589561,2.70423,2.860568,13.644,11.973,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:23:21 PM,10000,35.6,GPGGA,202416.2,46.04214057,N,109.1821333,W
SEC 1 WEST,3.17363,3.106771,3.04448,2.983238,2.927972,2.887937,2.849859,2.803504,2.758304,2.725147,2.706866,2.705346,2.712921,2.70954,2.684421,2.653408,2.644342,2.678637,2.755557,2.845578,2.903165,2.913499,2.895619,2.862278,2.818861,2.772016,2.726949,2.683581,2.64036,2.600968,2.568714,2.544842,2.531092,2.527148,2.540839,2.600222,2.733479,2.914688,12.45,11.177,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:23:43 PM,10000,35.5,GPGGA,202430.6,46.04196453,N,109.1821465,W
SEC 1 WEST,3.239239,3.166669,3.097644,3.030313,2.973219,2.932611,2.890946,2.838961,2.791301,2.756744,2.737873,2.737361,2.747055,2.743461,2.715764,2.683757,2.673982,2.71046,2.792593,2.88965,2.950655,2.960998,2.94354,2.910132,2.865269,2.816344,2.770048,2.724949,2.679492,2.637198,2.60365,2.578566,2.56372,2.559629,2.575214,2.639492,2.780861,2.972045,14.647,11.059,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:24:15 PM,10000,35.5,GPGGA,202452.2,46.04170043,N,109.1821658,W
SEC 1 WEST,3.228728,3.158766,3.093795,3.029431,2.968109,2.92366,2.883196,2.835147,2.788301,2.753239,2.733192,2.730258,2.737035,2.732871,2.706259,2.673121,2.661399,2.693305,2.769556,2.860868,2.920405,2.931342,2.914505,2.881847,2.838366,2.790972,2.745581,2.701163,2.656582,2.616194,2.582784,2.557531,2.54261,2.538008,2.551667,2.611465,2.74389,2.924288,13.818,10.945,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:24:45 PM,10000,35.9,GPGGA,202524.4,46.041301,N,109.1821955,W
SEC 1 WEST,3.300672,3.227949,3.15809,3.090321,3.030076,2.986467,2.944062,2.89194,2.841852,2.80461,2.783093,2.778496,2.78349,2.776781,2.74805,2.713587,2.701273,2.733865,2.810202,2.900944,2.958084,2.968133,2.950141,2.917033,2.873144,2.825378,2.779261,2.734775,2.690304,2.649044,2.615278,2.589833,2.575129,2.570644,2.584723,2.646503,2.781894,2.966046,13.453,10.881,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:25:10 PM,10000,35.6,GPGGA,202554.8,46.04091685,N,109.1822243,W
SEC 1 WEST,3.174216,3.108511,3.046129,2.984666,2.930939,2.892943,2.855633,2.807539,2.762027,2.728218,2.709179,2.707036,2.713707,2.708902,2.68276,2.651083,2.640646,2.672821,2.747602,2.836218,2.891507,2.901261,2.884809,2.853437,2.813181,2.767008,2.723444,2.680784,2.638714,2.599466,2.567681,2.544258,2.53041,2.525795,2.539983,2.599826,2.730851,2.909095,14.165,10.61,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:25:28 PM,10000,36,GPGGA,202619.2,46.0406074,N,109.182247,W
SEC 1 WEST,3.248688,3.176288,3.107528,3.040354,2.979735,2.935828,2.894471,2.843804,2.796106,2.76019,2.73968,2.736588,2.74344,2.738958,2.711128,2.677889,2.666596,2.700132,2.77756,2.86934,2.928121,2.938796,2.921868,2.88871,2.845222,2.797199,2.751106,2.706238,2.66183,2.621117,2.587928,2.562997,2.548768,2.544897,2.559313,2.621156,2.757828,2.944193,13.465,11.211,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:25:49 PM,10000,35.6,GPGGA,202637.2,46.04038128,N,109.1822639,W
SEC 1 WEST,3.242528,3.1708,3.102046,3.035891,2.97728,2.935,2.893757,2.843138,2.795948,2.760946,2.742077,2.741442,2.751312,2.747614,2.720387,2.687734,2.677278,2.713227,2.795328,2.89205,2.953939,2.965284,2.948003,2.914733,2.86973,2.820549,2.773655,2.7277,2.682106,2.639651,2.605607,2.580391,2.565254,2.561121,2.5759,2.63961,2.780158,2.971087,14.452,10.978,1.08,-2,1,0.2,Wheat16H,15/08/2019,2:26:17 PM,10000,35.4,GPGGA,202658.4,46.04011498,N,109.1822837,W
